instrument_id;name;symbol;alltime_high;first_shaken_at;first_shaken_price;recent_high;last_price
151759;ENERGOUS CORP;WATT;15.57;2014-12-08;7.74;11.11;5.04
151804;AQUINOX PHARMACEUTICALS INC;AQXP;22.13;2014-08-15;6.87;22.13;11.07
152018;CONTRAVIR PHARMACEUTICALS IN;CTRV;5.75;2014-05-09;1.45;5.75;0.99
152044;GALMED PHARMACEUTICALS LTD;GLMD;15.24;2014-05-07;7.42;13.25;7.49
152047;BIO BLAST PHARMA LTD;ORPN;9.79;2014-11-18;4.71;8.47;2.97
152069;MEDIWOUND LTD;MDWD;18.16;2014-07-28;9.04;10.36;7.46
152128;AKEBIA THERAPEUTICS INC;AKBA;29.17;2014-10-27;13.97;13.24;7.77
152271;ACHAOGEN INC;AKAO;18.95;2014-08-05;9.41;12.05;4.37
152322;SCYNEXIS INC;SCYX;14.5;2015-08-12;6.97;11.9899;4.8
152387;CORIUM INTERNATIONAL INC;CORI;16.1;2015-10-20;7.36;16.1;5.42
152408;ADAMAS PHARMACEUTICALS INC;ADMS;30.85;2015-10-16;14.89;30.85;22.21
152463;VERSARTIS INC;VSAR;34;2014-12-04;16.98;21.43;14.04
152488;TRIVASCULAR TECHNOLOGIES INC;TRIV;17.54;2015-04-14;8.69;10.94;6.23
152525;LOMBARD MEDICAL INC;EVAR;10.01;2015-01-20;4.9;5.92;0.7601
152560;PAPA MURPHY'S HOLDINGS INC;FRSH;21.87;2016-01-04;10.92;21.87;10.5
152672;ALDER BIOPHARMACEUTICALS INC;ALDR;52.97;2016-01-13;26.05;52.97;29.37
152673;SIGNAL GENETICS INC;SGNL;9.09;2014-08-07;4.35;3.91;0.59
152711;CERULEAN PHARMA INC;CERU;10.66;2014-08-08;3.59;10.66;2.39
152712;PRESBIA PLC;LENS;9;2015-11-03;4.4;9;5.35
152736;FIVE9 INC;FIVN;8.95;2015-01-12;3.99;8.95;7.56
152737;RESONANT INC;RESN;19.05;2015-03-23;8.99;19.05;2.07
152807;TUBEMOGUL INC;TUBE;23.62;2015-08-10;11.39;18.11;11.37
152947;OUTERWALL INC;OUTR;84.45;2015-12-09;40.9;84.45;31.35
152970;NET ELEMENT INC;NETE;5.7;2014-04-28;2.37;1.38;0.2102
152978;INSYS THERAPEUTICS INC;INSY;44.92;2014-04-04;17.58;44.92;22.65
152986;SIZMEK INC;SZMK;12.89;2014-10-10;5.35;8.38;3.43
153686;ABENGOA YIELD PLC;ABY;40.38;2015-08-21;19.85;38.8;18.27
153751;AGROFRESH SOLUTIONS INC;AGFS;12.99;2015-11-17;5.15;12.99;5.75
153767;TRUECAR INC;TRUE;24.15;2015-06-29;11.94;20.77;6.44
153768;MEMORIAL RESOURCE DEVELOPMEN;MRD;29.5;2015-12-07;13.75;21.31;14.68
153788;MOBILE IRON INC;MOBL;12.05;2015-04-29;6;9.74;3.68
153923;SUNEDISON SEMICONDUCTOR LTD;SEMI;27.14;2015-08-04;13.02;27.14;5.795
153947;NAVIENT CORP;NAVI;22.57;2015-09-30;11.24;22.37;9.24
153972;CONTRAFECT CORP;CFRX;5.93;2014-12-10;2.6;5.93;3.65
154075;GWG HOLDINGS INC;GWGH;13.15;2015-01-14;6.5;10.24;5
154093;ZAFGEN INC;ZFGN;51.34;2015-10-12;22.15;51.34;8.84
154295;MARINUS PHARMACEUTICALS INC;MRNS;19.38;2015-09-28;8.89;19.38;6.16
154321;THERAVANCE BIOPHARMA INC;TBPH;34.87;2014-11-07;17.07;21.73;16.19
154366;TILL CAPITAL LTD;TIL;9.162;2015-07-17;4.3;6.218;3.5
154462;GOPRO INC-CLASS A;GPRO;93.85;2015-02-09;44.48;64.74;10.83
154463;ARDELYX INC;ARDX;32.89;2015-02-03;15.54;27.44;11.75
154469;PARNELL PHARMACEUTICALS HOLD;PARN;8.17;2014-12-02;4.08;5.75;3.21
154546;TERRAFORM POWER INC - A;TERP;42.15;2015-08-25;20.16;42.15;9.46
154615;CNOVA NV;CNV;8.49;2015-09-04;4.24;7.72;2.27
154616;CAREDX INC;CDNA;10.84;2015-04-08;5.33;7.67;5.27
154705;CAPNIA INC;CAPN;8.75;2014-12-17;1.66;8.75;1.34
154778;VASCULAR BIOGENICS LTD;VBLT;16.23;2014-12-15;5.5101;16.23;3.39
154819;SAGE THERAPEUTICS INC;SAGE;86.71;2015-09-28;43.04;86.71;39.85
154884;OCULAR THERAPEUTIX INC;OCUL;43.27;2015-05-05;21.49;43.27;7.23
154885;ATARA BIOTHERAPEUTICS INC;ATRA;64.02;2015-09-30;31.44;64.02;18.67
154913;MACROCURE LTD;MCUR;15.46;2015-08-20;2.98;15.46;1.0532
154950;GREEN BANCORP INC;GNBC;18.14;2016-01-08;9.03;15.6;7.63
154953;LANTHEUS HOLDINGS INC;LNTH;8.56;2015-10-02;4.07;8.56;2.6
154971;EL POLLO LOCO HOLDINGS INC;LOCO;41.2;2014-12-16;20.39;29.06;12.12
155075;AFFIMED NV;AFMD;21.93;2015-08-20;10.1;21.93;3.7
155076;AURIS MEDICAL AG;EARS;7.79;2014-12-15;3.61;7.79;4.19
155110;AVALANCHE BIOTECHNOLOGIES IN;AAVL;60.08;2015-05-05;29.44;44.61;6.42
155111;VIKING THERAPEUTICS INC;VKTX;9.7;2015-11-10;4.73;9.7;2.18
155131;T2 BIOSYSTEMS INC;TTOO;23.4;2015-08-25;11.3;22.22;9.31
155216;ROKA BIOSCIENCE INC;ROKA;12.48;2014-11-07;3;4.5;0.94
155363;REWALK ROBOTICS LTD;RWLK;37.15;2015-01-21;17.34;18.53;10.62
155381;OTONOMY INC;OTIC;40;2015-09-28;19.57;39.48;16.81
155382;IMMUNE DESIGN CORP;IMDZ;36.19;2015-08-11;16.89;28.14;12.27
155462;RIGHTSIDE GROUP LTD;NAME;16.1;2014-12-01;8.03;10.32;8.48
155646;ZOSANO PHARMA CORP;ZSAN;11.67;2015-09-29;4.17;11.67;1.97
155845;TOKAI PHARMACEUTICALS INC;TKAI;23.76;2014-10-09;11.55;15.75;6.03
156118;CALITHERA BIOSCIENCES INC;CALA;29.85;2015-03-02;13.76;20.94;5.65
156170;VITAE PHARMACEUTICALS INC;VTAE;22.01;2015-03-06;10.87;18.31;11.73
156513;GREAT BASIN SCIENTIFIC INC;GBSN;370.2;2014-12-04;184.2;298.8;0.24
156560;COHERUS BIOSCIENCES INC;CHRS;37.46;2016-01-07;18.28;37.46;14.49
156731;PROTEON THERAPEUTICS INC;PRTO;20;2016-01-15;9.71;20;9.45
156759;JOINT CORP/THE;JYNT;12.27;2015-11-05;6.03;12.27;4.53
156804;FIFTH STREET ASSET MANAGEMEN;FSAM;14.91;2015-09-04;7.05;13.99;2.75
156805;XENON PHARMACEUTICALS INC;XENE;23;2015-07-01;9.53;20.24;6.88
156859;SIENTRA INC;SIEN;25.75;2015-09-24;9.7;25.75;8.34
156927;CORBUS PHARMACEUTICALS HOLDI;CRBP;4.95;2015-01-16;2.45;4.15;1.5
156952;JAGUAR ANIMAL HEALTH INC;JAGX;7.01;2015-07-27;3.18;7.01;2.77
156974;UPLAND SOFTWARE INC;UPLD;12.1;2015-05-08;5.91;9.22;7.06
156999;FIBROGEN INC;FGEN;36.23;2015-05-20;18;32.09;20.92
157133;FRESHPET INC;FRPT;25.46;2015-08-25;12.55;25.46;7.16
157156;INOTEK PHARMACEUTICALS CORP;ITEK;17.65;2016-01-13;7.89;17.65;7.82
157173;SECOND SIGHT MEDICAL PRODUCT;EYES;23.6;2014-12-19;11.19;17.44;4.17
157210;NEOTHETICS INC;NEOT;14.53;2015-05-19;5.98;14.53;1.13
157312;JUNO THERAPEUTICS INC;JUNO;68.36;2016-01-15;33.85;68.36;32.24
157513;HISTOGENICS CORP;HSGX;11.8;2015-08-21;5.85;10.98;2.31
157515;HORTONWORKS INC;HDP;29.2;2016-01-19;10.44;27.98;11.89
157539;CONNECTURE INC;CNXR;13.82;2015-08-07;6.66;13.82;2.32
157604;BELLICUM PHARMACEUTICALS INC;BLCM;31.75;2015-09-28;15.39;28.88;12.53
157919;QORVO INC;QRVO;276;2014-12-31;69;87.81;41.06
158237;TRACON PHARMACEUTICALS INC;TCON;18.44;2015-10-22;9.1;18.44;8.99
158239;SPARK THERAPEUTICS INC;ONCE;77.5;2016-01-06;37.18;77.5;30.75
158240;FLEX PHARMA INC;FLKS;24.17;2015-08-31;12.03;24.17;9.43
158347;CARBYLAN THERAPEUTICS INC;CBYL;9.04;2015-09-25;4.33;9.04;2.58
158384;REAL INDUSTRY INC;RELY;13.21;2016-01-11;6.46;13.21;6.34
158392;MEDOVEX CORP;MDVX;5.32;2015-08-20;2.6001;5.32;1.2101
158421;PDVWIRELESS INC;PDVW;55;2015-08-10;26.32;55;25.34
158459;BELLEROPHON THERAPEUTICS INC;BLPH;12;2015-07-27;3.39;12;2.4
158461;INOVALON HOLDINGS INC - A;INOV;31.91;2016-01-07;15.76;31.91;17.09
158547;EYEGATE PHARMACEUTICALS;EYEG;20.5;2015-07-31;7.15;20.5;1.76
159137;ESSA PHARMA INC;EPIX;12.25;2015-08-21;6.1;12.25;3.47
159177;ADURO BIOTECH INC;ADRO;42.8;2015-08-14;20.83;42.8;18.39
159179;XBIOTECH INC;XBIT;31.5;2015-07-14;15.27;31.5;7.71
159295;CHECK CAP LTD;CHEK;5.88;2015-06-25;2.8;5.88;2.09
159411;ARCADIA BIOSCIENCES INC;RKDA;8.73;2015-07-29;4.17;8.73;2.51
159412;ETSY INC;ETSY;30;2015-06-08;14.86;30;7.42
159557;SOLAREDGE TECHNOLOGIES INC;SEDG;42.2;2015-10-23;20.92;42.2;25.72
159687;APIGEE CORP;APIC;16.7;2015-07-29;8.3;16.7;9.25
159762;COLUCID PHARMACEUTICALS INC;CLCD;9.21;2015-09-28;4.36;9.21;6.33
159765;CODE REBEL CORP;CDRB;38.8;2015-07-16;18.34;38.8;2.66
160184;OPGEN INC;OPGN;4.85;2015-08-24;2.37;4.85;1.62
160519;BLUEPRINT MEDICINES CORP;BPMC;35.92;2016-01-13;17.75;35.92;17.67
160764;ATYR PHARMA INC;LIFE;27.88;2015-08-24;13.72;27.88;5.73
160918;HTG MOLECULAR DIAGNOSTICS;HTGM;17.56;2015-08-03;8.08;17.56;4.08
161160;FENIX PARTS INC;FENX;11.51;2016-01-08;5.68;11.51;4.98
161926;DELTA TECHNOLOGY HOLDINGS LT;DELT;28.2;2015-06-15;11;28.2;0.94
162166;DAVIDSTEA INC;DTEA;29.6;2015-08-06;14.7;29.6;9.9
162295;CATABASIS PHARMACEUTICALS IN;CATB;14.5;2015-10-01;7.24;14.5;5.81
162450;RITTER PHARMACEUTICALS INC;RTTR;4.96;2015-09-29;2.08;4.96;1.36
162610;NIVALIS THERAPEUTICS INC;NVLS;20.16;2015-10-08;10.05;20.16;5.66
162659;SERES THERAPEUTICS INC;MCRB;51.4;2016-01-20;25.48;51.4;24.88
162665;CONFORMIS INC;CFMS;25.78;2016-01-19;11.6;25.78;11.55
162729;NATERA INC;NTRA;22.74;2015-09-29;11.1;22.74;9.06
162861;NII HOLDINGS INC;NIHD;16.875;2015-07-03;1e-05;16.875;3.36
162862;NANTKWEST INC;NK;34.99;2015-08-31;17.12;34.99;12.68
162881;CHIASMA INC;CHMA;28.64;2016-01-11;12.98;28.64;9.46
162897;NEOS THERAPEUTICS INC;NEOS;27.09;2015-10-20;12.47;27.09;9.9
162945;PRONAI THERAPEUTICS INC;DNAI;31.32;2015-12-08;15.36;31.32;9.6
163192;ZYNERBA PHARMACEUTICALS INC;ZYNE;36.49;2015-09-22;17.99;36.49;9.04
163215;TERRAFORM GLOBAL INC - CL A;GLBL;14;2015-09-29;6.82;14;3.56
163300;GLOBAL BLOOD THERAPEUTICS IN;GBT;54.66;2016-01-05;27.18;54.66;19.5
163568;KURA ONCOLOGY INC;KURA;20;2015-11-05;7.84;20;5.2
163882;REGENXBIO INC;RGNX;30.7;2015-10-22;15.15;30.7;12.69
164088;ALPHABET INC-CL A;GOOGL;1220.17;2008-10-07;346.01;793.96;745.46
164089;ALPHABET INC-CL C;GOOG;1220.17;2008-10-07;346.01;776.6;725.25
164185;MIRNA THERAPEUTICS INC;MIRN;9.43;2016-01-21;4.27;9.43;4.27
164251;TANTECH HOLDINGS LTD;TANH;18;2015-10-06;7.42;18;4.63
164252;EDGE THERAPEUTICS INC;EDGE;23.49;2016-01-14;11.42;23.49;9.8
164254;NOVOCURE LTD;NVCR;28.11;2016-01-22;13.81;28.11;13.81
164256;PROQR THERAPEUTICS NV;PRQR;15.51;2015-12-11;7.4;15.51;6.6
164258;STRONGBRIDGE BIOPHARMA PLC;SBBP;10.05;2016-01-12;4.89;10.05;4.55
164653;PYXIS TANKERS INC;PXS;4.05;2015-12-02;2;4.05;0.7244
164913;VOYAGER THERAPEUTICS INC;VYGR;30.2;2016-01-13;14.78;30.2;12.37
